country,surface_area,population,population_density,gdp_gross_domestic_product,gdp_growth_rate,gdp_per_capita,trade_export,trade_import,co2_emission_estimates,energy_production_primary,capacity_mw,capacity_factor,generation,generation_biomass,generation_coal,generation_gas,generation_geothermal,generation_hydro,generation_nuclear,generation_oil,generation_solar,generation_waste,generation_wind,emission_per_capita,economy_agriculture,economy_industry,economy_services_and_other
laos,236800.0,6858000,29.7,12585,7.6,1850.2,2066.0,4513.0,72,3333333.333333333,4986.86,7.074815778245518,9567.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0498687664041995e-05,0,0,1
latvia,64573.0,1950000,31.3,27004,2.7,13704.1,11433.0,13596.0,108,27500000.0,2537.0,1.2202294929559434,4486.132933333333,0.0,0.0,0.38147873876348504,0.0,0.6185212612365151,0.0,0.0,0.0,0.0,0.0,5.538461538461539e-05,0,0,1
lesotho,30355.0,2233000,73.6,2008,2.8,940.6,648.0,1727.0,31,7777777.777777778,72.0,0.29311263318112635,184.872,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3882669055082848e-05,0,0,1
liberia,111369.0,4732000,49.1,2053,0.3,455.9,641.0,727.0,73,5277777.777777778,73.3,0.4969101978691019,261.17600000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5426880811496197e-05,1,0,0
libya,1676198.0,6375000,3.6,34457,-10.2,5488.2,4615.0,8876.0,1505,33055555.555555556,6231.0,5.017948515494033,24447.67,0.0,0.0,0.9654208356051928,0.0,0.0,0.0,0.03457916439480736,0.0,0.0,0.0,0.000236078431372549,0,1,0
lithuania,65286.0,2890000,46.1,41402,1.8,14383.7,25025.0,27501.0,74,27222222.22222222,3490.8,0.7455564889959029,2624.9075000000003,0.0,0.0,0.2647146613737817,0.0,0.7352853386262183,0.0,0.0,0.0,0.0,0.0,2.560553633217993e-05,0,0,1
luxembourg,2586.0,584000,225.3,56802,3.5,100160.8,12838.0,19124.0,6,80555555.55555555,1681.0,0.4389436715583024,2834.5094,0.0,0.0,0.3203764291626622,0.0,0.6796235708373378,0.0,0.0,0.0,0.0,0.0,1.0273972602739726e-05,0,0,1
madagascar,587295.0,25571000,44.0,9739,3.1,401.8,2256.0,2965.0,129,1944444.4444444445,359.93,1.9496190789048977,406.916,0.0,0.0,0.0,0.0,0.8589438606493724,0.0,0.0,0.14105613935062766,0.0,0.0,5.044777286770169e-06,0,0,1
malawi,118484.0,18622000,197.5,6420,3.0,372.9,875.0,1649.0,89,1666666.6666666665,369.1,1.4912687062088623,1494.862,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.7792933089893675e-06,0,0,1
malaysia,330323.0,31624000,96.3,296284,5.0,9768.4,189414.0,168375.0,3738,32777777.777777776,28794.5,23.027945934716076,165059.432,0.0,0.5619186912020877,0.4035522186941732,0.0,0.031066822040197013,0.0,0.0005104222096196236,0.002951845853922483,0.0,0.0,0.00011820136605110043,0,0,1
mali,1240192.0,18542000,15.2,13100,7.6,744.3,3030.0,2510.0,55,1111111.111111111,311.5,2.1129346055155662,1430.186,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.9662388091899473e-06,0,0,1
mauritania,1030700.0,4420000,4.3,5023,1.2,1235.0,1623.0,2174.0,31,3611111.111111111,315.804,0.8187366818873668,170.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4669253402417152,0.0,0.5330746597582848,7.013574660633484e-06,0,1,0
mauritius,1969.0,1265000,623.2,11511,3.5,9040.9,2194.0,4655.0,10,14166666.666666666,989.269,6.6686783362272966,3142.626,0.0,0.4810658347509376,0.0,0.0,0.02418677882764287,0.0,0.4105356475762626,0.08421173884515688,0.0,0.0,7.905138339920948e-06,0,0,1
mexico,1964375.0,129163000,66.4,1140724,2.5,8980.9,373883.0,387064.0,8514,17222222.22222222,62365.9,107.32081123202445,329395.746,0.0,0.09278167787874225,0.6114364027032699,0.01805211534213317,0.13171398394440711,0.030420307856677663,0.08441192801560954,0.01920425529721322,0.0,0.01197932896194719,6.59167098937002e-05,0,0,1
mongolia,1564116.0,3076000,2.0,11758,2.3,3973.4,4917.0,3358.0,677,23333333.333333332,904.0,3.065369299216632,4889.461499999999,0.0,0.9505607110312659,0.0,0.0,0.0,0.0,0.0,0.016086434058229113,0.0,0.03335285491050498,0.00022009102730819247,0,0,1
montenegro,13812.0,629000,46.8,4020,4.5,6424.1,354.0,2263.0,29,17777777.777777776,885.5,1.1675486252239173,2746.5429,0.0,0.4514062023207429,0.0,0.0,0.5485937976792572,0.0,0.0,0.0,0.0,0.0,4.610492845786963e-05,0,0,1
morocco,446550.0,35740000,80.1,100359,4.4,2919.3,22858.0,41696.0,78,6388888.888888889,8697.56,13.909758461322763,37843.01766666667,0.0,0.5084636793367773,0.2570519107562714,0.0,0.07223604692624364,0.0,0.04085271459103953,0.020926634524116042,0.0,0.1004690138655521,2.182428651371013e-06,0,0,1
mozambique,799380.0,29669000,37.7,14806,6.6,529.2,3352.0,5295.0,779,5555555.555555555,2285.0,1.3114888570471175,13795.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.6256361859179615e-05,0,0,1
myanmar,676577.0,53371000,81.7,62601,7.3,1161.5,11673.0,15696.0,1078,4166666.6666666665,3987.1,17.016151072354454,17344.484,0.0,0.034593130588376104,0.33214306058341087,0.0,0.6269700499593992,0.0,0.0,0.006293758868813855,0.0,0.0,2.01982349965337e-05,0,0,1
namibia,824116.0,2534000,3.1,11491,5.3,4673.6,4816.0,6721.0,19,8611111.11111111,502.5,2.5522654834384286,1234.494,0.0,0.05346320030717039,0.0,0.0,0.7829070048133081,0.0,0.0,0.1636297948795215,0.0,0.0,7.49802683504341e-06,0,0,1
nepal,147181.0,29305000,204.4,20658,2.7,724.5,703.0,5249.0,451,5277777.777777778,587.95,5.640736440903168,2259.3360000000002,0.0,0.0,0.0,0.0,0.9716297177577837,0.0,0.0,0.028370282242216292,0.0,0.0,1.5389865210714896e-05,0,0,1
netherlands,41542.0,17036000,505.2,750318,2.0,44332.1,511714.0,420969.0,2447,49444444.44444444,16993.69,22.820359144602655,68891.29616666667,0.0,0.3995640382989165,0.4471118711254131,0.0,0.0,0.051394533083457226,0.0,0.005242549060569884,0.0,0.09668700843164327,0.0001436370039915473,0,0,1
new zealand,268107.0,4706000,17.9,173417,3.1,38294.3,33833.0,36423.0,783,57500000.0,6674.55,20.608415790434357,25850.18533333333,0.0,0.045061185634826396,0.09235562411699537,0.19240016796269005,0.6074942131942935,0.0,0.00018839323344116323,0.0,0.0,0.0625004158577535,0.00016638334041648958,0,0,1
nicaragua,130373.0,6218000,51.7,12693,4.9,2086.9,2225.0,5927.0,91,7222222.222222222,863.4,4.54644592567688,2269.172,0.0,0.0,0.0,0.3950559939925224,0.13094820489588274,0.0,0.4615031385897587,0.01249266252183616,0.0,0.0,1.4634930845931167e-05,0,0,1
niger,1267000.0,21477000,17.0,7143,3.6,359.0,927.0,1861.0,101,1388888.8888888888,167.2,1.9738011512114837,468.15,0.0,0.4827512549396561,0.0,0.0,0.0,0.0,0.4878564562640179,0.029392288796325966,0.0,0.0,4.702705219537179e-06,0,0,1
nigeria,923768.0,190886000,209.6,494583,2.7,2714.5,104084.0,36533.0,10851,8888888.888888888,6260.0,3.851959823743133,17182.188,0.0,0.0,0.5928453349480287,0.0,0.40619588145584257,0.0,0.0,0.0009587835961287351,0.0,0.0,5.684544702073489e-05,0,0,1
norway,386194.0,5305000,14.5,386578,1.6,74185.5,89120.0,72473.0,8204,64722222.222222224,32551.0,139.2825829535987,122308.5075,0.0,0.0,0.03418797339179369,0.0,0.953776641416379,0.0,0.0,0.0,0.0,0.012035385191827314,0.0015464655984919887,0,0,1
oman,309500.0,4636000,15.0,69832,5.7,15550.8,24455.0,23260.0,3101,66388888.88888889,6010.8,4.561382658821905,20605.28,0.0,0.0,0.8922334469611674,0.0,0.0,0.0,0.0,0.10776655303883277,0.0,0.0,0.0006688955996548749,0,1,0
pakistan,796095.0,197016000,255.6,266458,5.5,1410.4,20534.0,46998.0,2202,4722222.222222222,21455.0,24.8455455090429,71989.81733333334,0.0,0.0,0.2288083316523857,0.0,0.41893702633463176,0.0,0.3175083761383068,0.017692696650450358,0.0,0.017053569224225285,1.1176757217687903e-05,0,0,1
panama,75320.0,4099000,55.1,52132,5.8,13268.1,636.0,11697.0,31,9722222.222222222,1633.2,5.127191740150348,4285.738,0.0,0.03989977922122164,0.0,0.0,0.762365314911924,0.0,0.18643696838210827,0.011297937484745918,0.0,0.0,7.562820200048793e-06,0,0,1
papua new guinea,462840.0,8251000,18.2,21315,6.6,2797.6,8760.0,8874.0,114,6111111.111111111,406.9,2.167772423829742,532.5600000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.381650709004969e-05,0,0,1
paraguay,406752.0,6811000,17.1,27714,3.1,4174.4,8494.0,9753.0,325,10555555.555555556,8760.0,1.3328425464161213,42969.232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.7716928498017914e-05,0,0,1
peru,1285216.0,32166000,25.1,190428,3.3,6069.1,36040.0,36185.0,1020,8333333.333333333,7432.1,14.256296727197668,34354.116,0.0,0.00984117885612309,0.6502295096168388,0.0,0.3139754200049857,0.0,0.0,0.01776025906182537,0.0,0.00819363246022689,3.171050177205745e-05,0,0,1
philippines,300000.0,104918000,351.9,292449,5.9,2904.2,56313.0,85909.0,991,5277777.777777778,20719.3,43.253191656793646,101913.958,0.0,0.5398697202987642,0.24056135666912276,0.095836332840689,0.08553018812202348,0.0,0.015542228278485662,0.021355740103823656,0.0,0.0013044336870912225,9.445471701709907e-06,0,0,1
poland,312679.0,38171000,124.6,477066,3.9,12355.5,196455.0,188518.0,2819,28333333.333333332,37902.0,69.73799054527171,148189.13363333335,0.009566648367356706,0.8704134169906023,0.03795044793173002,0.0,0.026810641931618064,0.0,0.011385629017676358,0.00015326584869259583,0.0,0.043719949912323856,7.385187707945822e-05,0,0,1
portugal,92226.0,10330000,112.8,199122,1.6,19239.2,55658.0,67580.0,250,23333333.333333332,14744.864,129.54296112034865,41538.0619,0.0,0.3127192845749984,0.21016502136481882,0.0054119039193785785,0.13577685481758117,0.0,0.0,0.03324192568230215,0.01252008341775811,0.2901649262231627,2.420135527589545e-05,0,0,1
qatar,11607.0,2639000,227.3,164641,3.6,73653.4,57254.0,32058.0,9166,235000000.0,10548.0,7.011343349600725,53987.72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034732853353543008,0,1,0
south korea,100284.0,50982000,524.3,1377873,2.6,27396.7,495418.0,406182.0,2023,61944444.44444444,99472.68,51.31796450130996,549247.502,0.0,0.45639481124121706,0.2381300588964718,0.0,0.01902049615511952,0.2669286969283294,0.017598405026519357,0.0005155526406017228,1.0905830209856831e-05,0.0014010732815312834,3.96806716095877e-05,0,0,1
moldova,33846.0,4051000,123.3,6475,-0.7,1591.4,2045.0,4020.0,15,6388888.888888889,2914.0,2.461236508924865,1770.8799999999999,0.0,0.0,0.8633955999277196,0.0,0.13660440007228045,0.0,0.0,0.0,0.0,0.0,3.7027894347074795e-06,0,0,1
romania,238391.0,19679000,85.5,177956,3.7,9120.7,63581.0,74605.0,1109,18888888.888888888,14646.9,16.19638406984401,45678.12613333333,0.0,0.35000796559237723,0.15126643578076027,0.0,0.23522472810370335,0.22711264401955358,0.0,0.015472876403400391,0.0,0.020915350100205222,5.635448955739621e-05,0,0,1
russia,17098246.0,143990000,8.8,1326016,-3.7,9243.3,285491.0,182257.0,54829,57777777.777777776,228220.05,229.93068987748296,999015.9748333333,0.0,0.15930902408898068,0.4686242280340953,0.0003384530463153093,0.16891310624752742,0.20135579917384136,0.00017891605790369805,0.0012478472464279742,0.0,3.26261049083201e-05,0.0003807833877352594,0,0,1
rwanda,26338.0,12208000,494.9,8096,6.9,697.3,622.0,1778.0,84,2222222.222222222,193.68,2.803257261638708,523.053,0.0,0.0,0.0,0.0,0.962021057139525,0.0,0.0,0.03797894286047494,0.0,0.0,6.880733944954129e-06,0,0,1
saint lucia,539.0,179000,293.2,1450,1.9,7839.4,120.0,654.0,0,9166666.666666666,3.0,0.22686453576864535,5.962000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1
saudi arabia,2206714.0,32938000,15.3,653219,3.4,20710.6,182329.0,135904.0,25904,79722222.22222222,84341.55,39.441487646004845,345443.292,0.0,0.0,0.6118015746561377,0.0,0.0,0.0,0.38727433155656704,0.000924093787295195,0.0,0.0,0.0007864472645576538,0,0,1
senegal,196712.0,15851000,82.3,13633,6.5,901.1,2640.0,5478.0,77,3055555.5555555555,696.16,3.7036209578187593,2537.004,0.0,0.0,0.0,0.0,0.16776954234206962,0.0,0.7361754258172238,0.0960550318407066,0.0,0.0,4.857737682165163e-06,0,0,1
serbia,88499.0,8791000,100.5,37160,0.8,5238.6,14852.0,19231.0,393,17222222.22222222,7958.0,5.494372393836548,29912.720999999998,0.0,0.7125829509124229,0.0,0.0,0.28741704908757715,0.0,0.0,0.0,0.0,0.0,4.4704811739278806e-05,0,0,1
sierra leone,72300.0,7557000,104.7,4483,-20.3,694.8,466.0,958.0,53,3055555.5555555555,126.0,0.39237442922374427,171.85999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0133650919677124e-06,1,0,0
singapore,719.0,5709000,8155.5,292734,2.0,52239.0,329871.0,283009.0,27,58055555.55555555,13660.0,5.351380342991502,53252.05,0.0,0.0,0.9903860978121968,0.0,0.0,0.0,0.0072254495366845025,0.0,0.0023884526511185953,0.0,4.7293746715712036e-06,0,0,1
slovakia,49035.0,5448000,113.3,87268,3.8,16082.5,77565.0,75156.0,264,33611111.11111111,6230.86,10.96992371337138,24300.74,0.0,0.07799564951519995,0.03230732891261747,0.0,0.312050414925636,0.5762117532223298,0.0,0.001434853424216711,0.0,0.0,4.845814977973568e-05,0,0,1
slovenia,20273.0,2080000,103.3,42777,2.3,20689.8,27585.0,26646.0,154,37500000.0,2736.0,2.9506985557769614,11418.342333333334,0.0,0.38215888721967733,0.014550973788460302,0.0,0.11544083734045808,0.48784930165140433,0.0,0.0,0.0,0.0,7.403846153846154e-05,0,0,1
south africa,1221037.0,56717000,46.8,314571,1.3,5773.0,74111.0,74744.0,7102,33888888.88888889,50422.7,33.66936371333688,258955.02666666667,0.0,0.8870647268635115,0.0,0.0,0.01659107396100234,0.051116945557650756,0.0003843910708407694,0.021862483508719426,0.0,0.02298037903827522,0.00012521818855017015,0,0,1
spain,505944.0,46354000,92.9,1192955,3.2,25865.4,281777.0,302539.0,1432,28333333.333333332,79035.068,211.64793303397414,213939.30216666666,0.0,0.17892662831151473,0.1816357923631724,0.0,0.1644080150013702,0.258698992842762,0.04544723620920041,0.04894272765199018,0.0006314407807816437,0.12130916683920848,3.089269534452259e-05,0,0,1
sri lanka,65610.0,20877000,332.9,82316,4.8,3973.7,10546.0,19501.0,179,5555555.555555555,3720.1,17.73776348814564,15546.214,0.0,0.32824712177511517,0.0,0.0,0.28457140754655763,0.0,0.36064279058554066,0.0056577119033611655,0.0,0.020880968189425413,8.574028835560665e-06,0,0,1
palestine,6020.0,4921000,817.4,12677,3.5,2715.5,929.0,5058.0,9,4166666.6666666665,7.6,0.2342285508291276,15.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.828896565738671e-06,0,0,1
suriname,163820.0,563000,3.6,4879,-2.7,8985.3,1437.0,1244.0,44,17222222.22222222,5.0,0.23429223744292238,10.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.815275310834814e-05,0,0,1
swaziland,17363.0,1367000,79.5,4133,1.7,3211.7,1881.0,733.0,39,11111111.11111111,94.8,0.9429169593724389,138.55599999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.852962692026335e-05,0,0,1
sweden,438574.0,9911000,24.2,495694,4.1,50687.5,139574.0,140838.0,1428,57222222.222222224,26418.7,72.07852413756953,111380.6181,0.004518178374160055,0.0,0.00670482003726643,0.0,0.41781907295772136,0.5542943606630963,9.432071916289717e-05,0.0,0.0,0.016569247248592885,0.00014408233276157805,0,0,1
switzerland,41291.0,8476000,214.5,670790,0.8,80831.1,304691.0,269157.0,552,35000000.0,13118.0,62.493064769683556,51563.254,0.0,0.0,0.0,0.0,0.5523862400150309,0.4470367599376098,0.0,0.0005770000473593075,0.0,0.0,6.512505899008967e-05,0,0,1
syrian arab republic,185180.0,18270000,99.5,28393,-5.3,1534.5,1265.0,2383.0,237,6666666.666666666,7966.0,6.297440585029478,25781.382,0.0,0.0,0.20084958983191825,0.0,0.1388002396458033,0.0,0.6603501705222785,0.0,0.0,0.0,1.297208538587849e-05,0,0,1
tajikistan,142600.0,8921000,63.7,7853,4.2,925.9,899.0,3030.0,76,3888888.888888889,5296.4,3.1838022435264817,16603.146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.519224302208273e-06,0,0,1
thailand,513120.0,69038000,135.1,395168,2.8,5814.8,213927.0,195666.0,3338,23055555.555555556,39654.3,53.477480508363755,173685.342,0.0,0.18815076519237875,0.7291351621370559,0.0,0.06567566306199862,0.0,0.0,0.014894244788947127,0.0,0.0021441648196196083,4.835018395666155e-05,0,0,1
macedonia,25713.0,2083000,82.6,10052,3.8,4836.1,4785.0,6757.0,53,14722222.222222222,1362.6,3.7156970751996536,4612.956,0.0,0.7126384903736346,0.0,0.0,0.28736150962636536,0.0,0.0,0.0,0.0,0.0,2.5444071051368218e-05,0,0,1
togo,56785.0,7798000,143.4,4086,5.5,559.4,715.0,1716.0,111,5555555.555555555,195.114,0.35208850878159614,205.57399999999998,0.0,0.0,0.0,0.0,0.9551499703269869,0.0,0.04485002967301313,0.0,0.0,0.0,1.423441908181585e-05,1,0,0
trinidad and tobago,5127.0,1369000,266.9,25927,0.2,19062.9,4576.0,4826.0,1663,168611111.1111111,2144.6,3.3722703601768416,12130.720000000001,0.0,0.0,0.942741238772307,0.0,0.0,0.0,0.057258761227692995,0.0,0.0,0.0,0.001214755295836377,0,0,1
tunisia,163610.0,11532000,74.2,41199,0.8,3660.9,13483.0,19456.0,274,10833333.333333334,5052.2,14.20521536297246,27847.7925,0.0,0.0,0.9851394863704187,0.0,0.0031449530514851397,0.0,0.0,0.0,0.0,0.011715560578096092,2.3759972251127298e-05,0,0,1
turkey,783562.0,80745000,104.9,717888,4.0,9125.8,142606.0,198602.0,1303,18055555.555555556,51444.7,55.479428856444606,246620.95766666665,0.0,0.40213042288986434,0.41327229836548374,0.0,0.1729194566572068,0.0,0.0018867009697890328,0.005402197009553148,0.0,0.004388924108102935,1.6137222119016656e-05,0,0,1
turkmenistan,488100.0,5758000,12.3,37597,6.5,6996.7,3741.0,2616.0,3270,58888888.88888889,3454.0,2.2456040416372454,4638.54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005679055227509552,0,1,0
uganda,241550.0,42863000,214.5,25282,5.4,647.7,2755.0,3750.0,409,3333333.333333333,772.5,2.817552802145201,2608.656,0.0,0.0,0.0,0.0,0.9627125998981851,0.0,0.0,0.03728740010181489,0.0,0.0,9.54202925600168e-06,0,0,1
ukraine,603500.0,44223000,76.3,90615,-9.9,2021.6,36369.0,39184.0,3203,27222222.22222222,48569.8,16.274781389527167,161373.752,0.0,0.3268136815707179,0.026137460074671867,0.0,0.1115443854834583,0.5285774727478605,0.0,0.006927000123291426,0.0,0.0,7.242837437532506e-05,0,0,1
united arab emirates,83600.0,9400000,112.4,370296,3.8,40438.8,195613.0,201908.0,8642,101666666.66666666,30327.0,14.322568078673665,140094.272,0.0,0.0,0.9866173543483634,0.0,0.0,0.0,0.0,0.013382645651636636,0.0,0.0,0.0009193617021276596,0,0,1
united kingdom,242495.0,66182000,273.6,2858003,2.2,44162.4,415856.0,635570.0,4482,32222222.22222222,97155.28448,543.6535934647417,307776.37466666667,0.0,0.061027512330478595,0.44338225867550995,0.0,0.058417186892504,0.1983635035863983,0.0006565806105775994,0.04218885875845069,0.0059278104174692965,0.19003628872861159,6.772234142213895e-05,0,0,1
tanzania,947303.0,57310000,64.7,45628,7.0,877.3,4742.0,7876.0,935,5555555.555555555,994.5,5.535633870651376,4297.184,0.0,0.0,0.44475405288672765,0.0,0.4970473686954061,0.0,0.05819857841786621,0.0,0.0,0.0,1.6314779270633397e-05,0,0,1
united states of america,9833517.0,324460000,35.5,18036648,2.6,56053.8,1453167.0,2249661.0,83887,80277777.77777778,1204638.05,2538.842910500183,3845850.7486615237,0.0059221723582593465,0.253413005417913,0.33965430466497415,0.004186001184061007,0.08369429266243539,0.20437937467645761,0.0034346235856426433,0.016805508388251678,0.010317557970447649,0.07495054162518633,0.0002585434260001233,0,0,1
uruguay,173626.0,3457000,19.8,53442,1.0,15573.8,6964.0,8137.0,113,16111111.11111111,4209.12,16.072708814944267,11375.862000000001,0.0,0.0,0.0,0.0,0.6535351782572608,0.0,0.005061594453237917,0.038895162406154364,0.0,0.3025080648833468,3.268730112814579e-05,0,0,1
uzbekistan,448969.0,31911000,75.0,69004,6.8,2308.3,27947.0,25652.0,2339,17222222.22222222,12640.0,6.974238347938186,54799.833999999995,0.0,0.04310414516949084,0.8738055666373004,0.0,0.07735008832326025,0.0,0.0022180724124091326,0.003522127457539379,0.0,0.0,7.329760897496162e-05,0,0,1
venezuela,912050.0,31977000,36.3,344331,-6.2,11068.9,19731.0,16324.0,7460,25000000.0,31096.0,15.122325559713786,118716.46900000001,0.0,0.0,0.32904166817832153,0.0,0.6709583318216784,0.0,0.0,0.0,0.0,0.0,0.00023329267911311255,0,0,1
vietnam,330967.0,95541000,308.1,193241,6.7,2067.9,176632.0,174111.0,2977,8333333.333333333,41350.49,97.96015932980326,193101.638,0.0,0.3642590540842538,0.31511379515071747,0.0,0.30062557004306717,0.0,0.0020458138216310727,0.016008191499649525,0.0,0.0019475754006809615,3.115939753613632e-05,0,0,1
yemen,527968.0,28250000,53.5,29688,-28.1,1106.4,570.0,6861.0,668,3333333.333333333,1045.0,1.8762474192547065,2807.33,0.0,0.0,0.5068232092415212,0.0,0.0,0.0,0.4931767907584787,0.0,0.0,0.0,2.3646017699115045e-05,0,0,1
zambia,752612.0,17094000,23.0,21255,2.9,1311.1,6505.0,7442.0,374,7222222.222222222,2689.337,6.495505035014217,12929.232,0.0,0.1648713550812608,0.0,0.0,0.7768755329009488,0.0,0.04821477408712289,0.010038337930667498,0.0,0.0,2.1879021879021878e-05,0,0,1
zimbabwe,390757.0,16530000,42.7,13893,1.1,890.4,2832.0,5212.0,482,8333333.333333333,1670.0,0.9280279994705843,6611.781999999999,0.0,0.42123288396380887,0.0,0.0,0.5787671160361911,0.0,0.0,0.0,0.0,0.0,2.915910465819722e-05,0,0,1
